Sector,Salary Group,Employment Group,Gender,Components,Year,Contents
Municipal government,Fixed salary-earners,Employees,Women,Basic earnings in DKK per standard hour,2018,192.7
Municipal government,Fixed salary-earners,Employees,Women,"Lower quartile, standardized earnings",2018,196.5
Municipal government,Fixed salary-earners,Employees,Women,"Median, standardized hourly earnings",2018,226.32
Municipal government,Fixed salary-earners,Employees,Women,"Upper quartile, standardized hourly earnings",2018,256.62
Municipal government,Fixed salary-earners,Employees,Women,STANDARDIZED MONTHLY EARNINGS,2018,37033.46
Municipal government,Fixed salary-earners,Employees,Women,Number of fulltime employees in the earnings statistics,2018,276906.0
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,STANDARDIZED HOURLY EARNINGS,2018,228.21
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,Fringe benefits in DKK per standard hour,2018,0.05
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,Pension including ATP in DKK per standard hour,2018,30.22
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,Basic earnings in DKK per standard hour,2018,190.54
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,"Lower quartile, standardized earnings",2018,196.15
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,"Median, standardized hourly earnings",2018,225.58
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,"Upper quartile, standardized hourly earnings",2018,254.34
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2018,36588.38
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,Number of fulltime employees in the earnings statistics,2018,336281.0
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Men,STANDARDIZED HOURLY EARNINGS,2018,236.98
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Men,Fringe benefits in DKK per standard hour,2018,0.1
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Men,Pension including ATP in DKK per standard hour,2018,31.98
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Men,Basic earnings in DKK per standard hour,2018,198.55
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Men,"Lower quartile, standardized earnings",2018,201.51
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Men,"Median, standardized hourly earnings",2018,232.85
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Men,"Upper quartile, standardized hourly earnings",2018,270.42
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Men,STANDARDIZED MONTHLY EARNINGS,2018,37994.3
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Men,Number of fulltime employees in the earnings statistics,2018,73785.0
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Women,STANDARDIZED HOURLY EARNINGS,2018,225.67
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Women,Fringe benefits in DKK per standard hour,2018,0.03
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Women,Pension including ATP in DKK per standard hour,2018,29.71
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Women,Basic earnings in DKK per standard hour,2018,188.23
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Women,"Lower quartile, standardized earnings",2018,194.72
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Women,"Median, standardized hourly earnings",2018,223.83
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Women,"Upper quartile, standardized hourly earnings",2018,250.48
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Women,STANDARDIZED MONTHLY EARNINGS,2018,36182.22
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Women,Number of fulltime employees in the earnings statistics,2018,262496.0
Corporations and organizations,All forms of pay,General managers,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2018,429.91
Corporations and organizations,All forms of pay,General managers,Mean of men and women,Fringe benefits in DKK per standard hour,2018,12.27
Corporations and organizations,All forms of pay,General managers,Mean of men and women,Pension including ATP in DKK per standard hour,2018,53.63
Corporations and organizations,All forms of pay,General managers,Mean of men and women,Basic earnings in DKK per standard hour,2018,346.84
Corporations and organizations,All forms of pay,General managers,Mean of men and women,"Lower quartile, standardized earnings",2018,279.16
Corporations and organizations,All forms of pay,General managers,Mean of men and women,"Median, standardized hourly earnings",2018,372.92
Corporations and organizations,All forms of pay,General managers,Mean of men and women,"Upper quartile, standardized hourly earnings",2018,508.51
Corporations and organizations,All forms of pay,General managers,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2018,68928.03
Corporations and organizations,All forms of pay,General managers,Mean of men and women,Number of fulltime employees in the earnings statistics,2018,112239.0
Corporations and organizations,All forms of pay,General managers,Men,STANDARDIZED HOURLY EARNINGS,2018,448.97
Corporations and organizations,All forms of pay,General managers,Men,Fringe benefits in DKK per standard hour,2018,14.31
Corporations and organizations,All forms of pay,General managers,Men,Pension including ATP in DKK per standard hour,2018,55.13
Corporations and organizations,All forms of pay,General managers,Men,Basic earnings in DKK per standard hour,2018,361.01
Corporations and organizations,All forms of pay,General managers,Men,"Lower quartile, standardized earnings",2018,289.89
Corporations and organizations,All forms of pay,General managers,Men,"Median, standardized hourly earnings",2018,387.61
Corporations and organizations,All forms of pay,General managers,Men,"Upper quartile, standardized hourly earnings",2018,528.93
Corporations and organizations,All forms of pay,General managers,Men,STANDARDIZED MONTHLY EARNINGS,2018,71983.18
Corporations and organizations,All forms of pay,General managers,Men,Number of fulltime employees in the earnings statistics,2018,82373.0
Corporations and organizations,All forms of pay,General managers,Women,STANDARDIZED HOURLY EARNINGS,2018,376.76
Corporations and organizations,All forms of pay,General managers,Women,Fringe benefits in DKK per standard hour,2018,6.57
Corporations and organizations,All forms of pay,General managers,Women,Pension including ATP in DKK per standard hour,2018,49.45
Corporations and organizations,All forms of pay,General managers,Women,Basic earnings in DKK per standard hour,2018,307.3
Corporations and organizations,All forms of pay,General managers,Women,"Lower quartile, standardized earnings",2018,249.57
Corporations and organizations,All forms of pay,General managers,Women,"Median, standardized hourly earnings",2018,334.89
Corporations and organizations,All forms of pay,General managers,Women,"Upper quartile, standardized hourly earnings",2018,452.59
Corporations and organizations,All forms of pay,General managers,Women,STANDARDIZED MONTHLY EARNINGS,2018,60405.53
Corporations and organizations,All forms of pay,General managers,Women,Number of fulltime employees in the earnings statistics,2018,29866.0
Corporations and organizations,All forms of pay,Employees,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2018,273.2
Corporations and organizations,All forms of pay,Employees,Mean of men and women,Fringe benefits in DKK per standard hour,2018,2.94
Corporations and organizations,All forms of pay,Employees,Mean of men and women,Pension including ATP in DKK per standard hour,2018,32.6
Corporations and organizations,All forms of pay,Employees,Mean of men and women,Basic earnings in DKK per standard hour,2018,227.78
Corporations and organizations,All forms of pay,Employees,Mean of men and women,"Lower quartile, standardized earnings",2018,190.94
Corporations and organizations,All forms of pay,Employees,Mean of men and women,"Median, standardized hourly earnings",2018,238.79
Corporations and organizations,All forms of pay,Employees,Mean of men and women,"Upper quartile, standardized hourly earnings",2018,314.63
Corporations and organizations,All forms of pay,Employees,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2018,43801.42
Corporations and organizations,All forms of pay,Employees,Mean of men and women,Number of fulltime employees in the earnings statistics,2018,960840.0
Corporations and organizations,All forms of pay,Employees,Men,STANDARDIZED HOURLY EARNINGS,2018,284.75
Corporations and organizations,All forms of pay,Employees,Men,Fringe benefits in DKK per standard hour,2018,3.62
Corporations and organizations,All forms of pay,Employees,Men,Pension including ATP in DKK per standard hour,2018,33.69
Corporations and organizations,All forms of pay,Employees,Men,Basic earnings in DKK per standard hour,2018,236.14
Corporations and organizations,All forms of pay,Employees,Men,"Lower quartile, standardized earnings",2018,197.45
Corporations and organizations,All forms of pay,Employees,Men,"Median, standardized hourly earnings",2018,244.55
Corporations and organizations,All forms of pay,Employees,Men,"Upper quartile, standardized hourly earnings",2018,329.01
Corporations and organizations,All forms of pay,Employees,Men,STANDARDIZED MONTHLY EARNINGS,2018,45654.17
Corporations and organizations,All forms of pay,Employees,Men,Number of fulltime employees in the earnings statistics,2018,627724.0
Corporations and organizations,All forms of pay,Employees,Women,STANDARDIZED HOURLY EARNINGS,2018,251.25
Corporations and organizations,All forms of pay,Employees,Women,Fringe benefits in DKK per standard hour,2018,1.65
Corporations and organizations,All forms of pay,Employees,Women,Pension including ATP in DKK per standard hour,2018,30.54
Corporations and organizations,All forms of pay,Employees,Women,Basic earnings in DKK per standard hour,2018,211.88
Corporations and organizations,All forms of pay,Employees,Women,"Lower quartile, standardized earnings",2018,178.02
Corporations and organizations,All forms of pay,Employees,Women,"Median, standardized hourly earnings",2018,228.07
Corporations and organizations,All forms of pay,Employees,Women,"Upper quartile, standardized hourly earnings",2018,291.2
Corporations and organizations,All forms of pay,Employees,Women,STANDARDIZED MONTHLY EARNINGS,2018,40282.61
Corporations and organizations,All forms of pay,Employees,Women,Number of fulltime employees in the earnings statistics,2018,333116.0
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Mean of men and women,STANDARDIZED HOURLY EARNINGS,2018,252.18
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Mean of men and women,Fringe benefits in DKK per standard hour,2018,1.69
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Mean of men and women,Pension including ATP in DKK per standard hour,2018,29.78
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Mean of men and women,Basic earnings in DKK per standard hour,2018,211.81
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Lower quartile, standardized earnings",2018,186.1
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Median, standardized hourly earnings",2018,229.54
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Mean of men and women,"Upper quartile, standardized hourly earnings",2018,291.95
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2018,40431.77
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Mean of men and women,Number of fulltime employees in the earnings statistics,2018,848602.0
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Men,STANDARDIZED HOURLY EARNINGS,2018,259.59
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Men,Fringe benefits in DKK per standard hour,2018,1.98
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Men,Pension including ATP in DKK per standard hour,2018,30.4
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Men,Basic earnings in DKK per standard hour,2018,217.01
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Men,"Lower quartile, standardized earnings",2018,192.18
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Men,"Median, standardized hourly earnings",2018,233.26
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Men,"Upper quartile, standardized hourly earnings",2018,300.55
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Men,STANDARDIZED MONTHLY EARNINGS,2018,41619.56
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Men,Number of fulltime employees in the earnings statistics,2018,545351.0
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Women,STANDARDIZED HOURLY EARNINGS,2018,238.76
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Women,Fringe benefits in DKK per standard hour,2018,1.16
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Women,Pension including ATP in DKK per standard hour,2018,28.65
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Women,Basic earnings in DKK per standard hour,2018,202.39
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Women,"Lower quartile, standardized earnings",2018,174.65
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Women,"Median, standardized hourly earnings",2018,221.91
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Women,"Upper quartile, standardized hourly earnings",2018,279.31
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Women,STANDARDIZED MONTHLY EARNINGS,2018,38281.08
Corporations and organizations,All forms of pay,"Employees, non-managerial level",Women,Number of fulltime employees in the earnings statistics,2018,303250.0
Corporations and organizations,Workers paid by the hour,General managers,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2018,252.48
Corporations and organizations,Workers paid by the hour,General managers,Mean of men and women,Fringe benefits in DKK per standard hour,2018,3.64
Corporations and organizations,Workers paid by the hour,General managers,Mean of men and women,Pension including ATP in DKK per standard hour,2018,25.62
Corporations and organizations,Workers paid by the hour,General managers,Mean of men and women,Basic earnings in DKK per standard hour,2018,215.68
Corporations and organizations,Workers paid by the hour,General managers,Mean of men and women,"Lower quartile, standardized earnings",2018,184.12
Corporations and organizations,Workers paid by the hour,General managers,Mean of men and women,"Median, standardized hourly earnings",2018,221.32
Corporations and organizations,Workers paid by the hour,General managers,Mean of men and women,"Upper quartile, standardized hourly earnings",2018,278.68
Corporations and organizations,Workers paid by the hour,General managers,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2018,40480.74
Corporations and organizations,Workers paid by the hour,General managers,Mean of men and women,Number of fulltime employees in the earnings statistics,2018,1241.0
Corporations and organizations,Workers paid by the hour,General managers,Men,STANDARDIZED HOURLY EARNINGS,2018,265.39
Corporations and organizations,Workers paid by the hour,General managers,Men,Fringe benefits in DKK per standard hour,2018,4.36
Corporations and organizations,Workers paid by the hour,General managers,Men,Pension including ATP in DKK per standard hour,2018,27.52
Corporations and organizations,Workers paid by the hour,General managers,Men,Basic earnings in DKK per standard hour,2018,224.97
Corporations and organizations,Workers paid by the hour,General managers,Men,"Lower quartile, standardized earnings",2018,193.88
Corporations and organizations,Workers paid by the hour,General managers,Men,"Median, standardized hourly earnings",2018,230.4
Corporations and organizations,Workers paid by the hour,General managers,Men,"Upper quartile, standardized hourly earnings",2018,289.34
Corporations and organizations,Workers paid by the hour,General managers,Men,STANDARDIZED MONTHLY EARNINGS,2018,42549.39
Corporations and organizations,Workers paid by the hour,General managers,Men,Number of fulltime employees in the earnings statistics,2018,994.0
Corporations and organizations,Workers paid by the hour,General managers,Women,STANDARDIZED HOURLY EARNINGS,2018,203.54
Corporations and organizations,Workers paid by the hour,General managers,Women,Fringe benefits in DKK per standard hour,2018,0.89
Corporations and organizations,Workers paid by the hour,General managers,Women,Pension including ATP in DKK per standard hour,2018,18.44
Corporations and organizations,Workers paid by the hour,General managers,Women,Basic earnings in DKK per standard hour,2018,180.42
Corporations and organizations,Workers paid by the hour,General managers,Women,"Lower quartile, standardized earnings",2018,150.62
Corporations and organizations,Workers paid by the hour,General managers,Women,"Median, standardized hourly earnings",2018,185.45
Corporations and organizations,Workers paid by the hour,General managers,Women,"Upper quartile, standardized hourly earnings",2018,230.94
Corporations and organizations,Workers paid by the hour,General managers,Women,STANDARDIZED MONTHLY EARNINGS,2018,32633.22
Corporations and organizations,Workers paid by the hour,General managers,Women,Number of fulltime employees in the earnings statistics,2018,246.0
Corporations and organizations,Workers paid by the hour,Employees,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2018,197.78
Corporations and organizations,Workers paid by the hour,Employees,Mean of men and women,Fringe benefits in DKK per standard hour,2018,0.25
Corporations and organizations,Workers paid by the hour,Employees,Mean of men and women,Pension including ATP in DKK per standard hour,2018,21.05
Corporations and organizations,Workers paid by the hour,Employees,Mean of men and women,Basic earnings in DKK per standard hour,2018,166.61
Corporations and organizations,Workers paid by the hour,Employees,Mean of men and women,"Lower quartile, standardized earnings",2018,161.9
Corporations and organizations,Workers paid by the hour,Employees,Mean of men and women,"Median, standardized hourly earnings",2018,191.54
Corporations and organizations,Workers paid by the hour,Employees,Mean of men and women,"Upper quartile, standardized hourly earnings",2018,224.47
Corporations and organizations,Workers paid by the hour,Employees,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2018,31710.47
Corporations and organizations,Workers paid by the hour,Employees,Mean of men and women,Number of fulltime employees in the earnings statistics,2018,292014.0
Corporations and organizations,Workers paid by the hour,Employees,Men,STANDARDIZED HOURLY EARNINGS,2018,205.83
Corporations and organizations,Workers paid by the hour,Employees,Men,Fringe benefits in DKK per standard hour,2018,0.27
Corporations and organizations,Workers paid by the hour,Employees,Men,Pension including ATP in DKK per standard hour,2018,22.91
Corporations and organizations,Workers paid by the hour,Employees,Men,Basic earnings in DKK per standard hour,2018,172.33
Corporations and organizations,Workers paid by the hour,Employees,Men,"Lower quartile, standardized earnings",2018,171.94
Corporations and organizations,Workers paid by the hour,Employees,Men,"Median, standardized hourly earnings",2018,200.63
Corporations and organizations,Workers paid by the hour,Employees,Men,"Upper quartile, standardized hourly earnings",2018,230.91
Corporations and organizations,Workers paid by the hour,Employees,Men,STANDARDIZED MONTHLY EARNINGS,2018,33000.63
Corporations and organizations,Workers paid by the hour,Employees,Men,Number of fulltime employees in the earnings statistics,2018,225335.0
Corporations and organizations,Workers paid by the hour,Employees,Women,STANDARDIZED HOURLY EARNINGS,2018,171.72
Corporations and organizations,Workers paid by the hour,Employees,Women,Fringe benefits in DKK per standard hour,2018,0.18
Corporations and organizations,Workers paid by the hour,Employees,Women,Pension including ATP in DKK per standard hour,2018,15.02
Corporations and organizations,Workers paid by the hour,Employees,Women,Basic earnings in DKK per standard hour,2018,148.07
Corporations and organizations,Workers paid by the hour,Employees,Women,"Lower quartile, standardized earnings",2018,141.85
Corporations and organizations,Workers paid by the hour,Employees,Women,"Median, standardized hourly earnings",2018,164.01
Corporations and organizations,Workers paid by the hour,Employees,Women,"Upper quartile, standardized hourly earnings",2018,189.19
Corporations and organizations,Workers paid by the hour,Employees,Women,STANDARDIZED MONTHLY EARNINGS,2018,27531.43
Corporations and organizations,Workers paid by the hour,Employees,Women,Number of fulltime employees in the earnings statistics,2018,66679.0
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,STANDARDIZED HOURLY EARNINGS,2018,197.53
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,Fringe benefits in DKK per standard hour,2018,0.23
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,Pension including ATP in DKK per standard hour,2018,21.03
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,Basic earnings in DKK per standard hour,2018,166.38
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,"Lower quartile, standardized earnings",2018,161.83
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,"Median, standardized hourly earnings",2018,191.43
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,"Upper quartile, standardized hourly earnings",2018,224.29
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2018,31669.84
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,Number of fulltime employees in the earnings statistics,2018,290773.0
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Men,STANDARDIZED HOURLY EARNINGS,2018,205.54
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Men,Fringe benefits in DKK per standard hour,2018,0.25
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Men,Pension including ATP in DKK per standard hour,2018,22.89
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Men,Basic earnings in DKK per standard hour,2018,172.08
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Men,"Lower quartile, standardized earnings",2018,171.86
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Men,"Median, standardized hourly earnings",2018,200.52
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Men,"Upper quartile, standardized hourly earnings",2018,230.74
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Men,STANDARDIZED MONTHLY EARNINGS,2018,32954.81
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Men,Number of fulltime employees in the earnings statistics,2018,224341.0
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Women,STANDARDIZED HOURLY EARNINGS,2018,171.59
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Women,Fringe benefits in DKK per standard hour,2018,0.17
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Women,Pension including ATP in DKK per standard hour,2018,15.0
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Women,Basic earnings in DKK per standard hour,2018,147.94
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Women,"Lower quartile, standardized earnings",2018,141.82
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Women,"Median, standardized hourly earnings",2018,163.96
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Women,"Upper quartile, standardized hourly earnings",2018,189.06
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Women,STANDARDIZED MONTHLY EARNINGS,2018,27510.54
Corporations and organizations,Workers paid by the hour,"Employees, non-managerial level",Women,Number of fulltime employees in the earnings statistics,2018,66432.0
Corporations and organizations,Fixed salary-earners,General managers,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2018,432.05
Corporations and organizations,Fixed salary-earners,General managers,Mean of men and women,Fringe benefits in DKK per standard hour,2018,12.37
Corporations and organizations,Fixed salary-earners,General managers,Mean of men and women,Pension including ATP in DKK per standard hour,2018,53.97
Corporations and organizations,Fixed salary-earners,General managers,Mean of men and women,Basic earnings in DKK per standard hour,2018,348.42
Corporations and organizations,Fixed salary-earners,General managers,Mean of men and women,"Lower quartile, standardized earnings",2018,281.13
Corporations and organizations,Fixed salary-earners,General managers,Mean of men and women,"Median, standardized hourly earnings",2018,375.02
Corporations and organizations,Fixed salary-earners,General managers,Mean of men and women,"Upper quartile, standardized hourly earnings",2018,510.43
Corporations and organizations,Fixed salary-earners,General managers,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2018,69270.53
Corporations and organizations,Fixed salary-earners,General managers,Mean of men and women,Number of fulltime employees in the earnings statistics,2018,110998.0
Corporations and organizations,Fixed salary-earners,General managers,Men,STANDARDIZED HOURLY EARNINGS,2018,451.35
Corporations and organizations,Fixed salary-earners,General managers,Men,Fringe benefits in DKK per standard hour,2018,14.44
Corporations and organizations,Fixed salary-earners,General managers,Men,Pension including ATP in DKK per standard hour,2018,55.49
Corporations and organizations,Fixed salary-earners,General managers,Men,Basic earnings in DKK per standard hour,2018,362.78
Corporations and organizations,Fixed salary-earners,General managers,Men,"Lower quartile, standardized earnings",2018,292.23
Corporations and organizations,Fixed salary-earners,General managers,Men,"Median, standardized hourly earnings",2018,389.93
Corporations and organizations,Fixed salary-earners,General managers,Men,"Upper quartile, standardized hourly earnings",2018,530.96
Corporations and organizations,Fixed salary-earners,General managers,Men,STANDARDIZED MONTHLY EARNINGS,2018,72364.52
Corporations and organizations,Fixed salary-earners,General managers,Men,Number of fulltime employees in the earnings statistics,2018,81378.0
Corporations and organizations,Fixed salary-earners,General managers,Women,STANDARDIZED HOURLY EARNINGS,2018,378.4
Corporations and organizations,Fixed salary-earners,General managers,Women,Fringe benefits in DKK per standard hour,2018,6.63
Corporations and organizations,Fixed salary-earners,General managers,Women,Pension including ATP in DKK per standard hour,2018,49.75
Corporations and organizations,Fixed salary-earners,General managers,Women,Basic earnings in DKK per standard hour,2018,308.5
Corporations and organizations,Fixed salary-earners,General managers,Women,"Lower quartile, standardized earnings",2018,251.35
Corporations and organizations,Fixed salary-earners,General managers,Women,"Median, standardized hourly earnings",2018,336.5
Corporations and organizations,Fixed salary-earners,General managers,Women,"Upper quartile, standardized hourly earnings",2018,454.41
Corporations and organizations,Fixed salary-earners,General managers,Women,STANDARDIZED MONTHLY EARNINGS,2018,60669.21
Corporations and organizations,Fixed salary-earners,General managers,Women,Number of fulltime employees in the earnings statistics,2018,29620.0
Corporations and organizations,Fixed salary-earners,Employees,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2018,306.31
Corporations and organizations,Fixed salary-earners,Employees,Mean of men and women,Fringe benefits in DKK per standard hour,2018,4.12
Corporations and organizations,Fixed salary-earners,Employees,Mean of men and women,Pension including ATP in DKK per standard hour,2018,37.67
Corporations and organizations,Fixed salary-earners,Employees,Mean of men and women,Basic earnings in DKK per standard hour,2018,254.63
Corporations and organizations,Fixed salary-earners,Employees,Mean of men and women,"Lower quartile, standardized earnings",2018,216.31
Corporations and organizations,Fixed salary-earners,Employees,Mean of men and women,"Median, standardized hourly earnings",2018,271.07
Corporations and organizations,Fixed salary-earners,Employees,Mean of men and women,"Upper quartile, standardized hourly earnings",2018,355.07
Corporations and organizations,Fixed salary-earners,Employees,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2018,49109.96
Corporations and organizations,Fixed salary-earners,Employees,Mean of men and women,Number of fulltime employees in the earnings statistics,2018,668826.0
Corporations and organizations,Fixed salary-earners,Employees,Men,STANDARDIZED HOURLY EARNINGS,2018,328.35
Corporations and organizations,Fixed salary-earners,Employees,Men,Fringe benefits in DKK per standard hour,2018,5.47
Corporations and organizations,Fixed salary-earners,Employees,Men,Pension including ATP in DKK per standard hour,2018,39.64
Corporations and organizations,Fixed salary-earners,Employees,Men,Basic earnings in DKK per standard hour,2018,271.4
Corporations and organizations,Fixed salary-earners,Employees,Men,"Lower quartile, standardized earnings",2018,228.48
Corporations and organizations,Fixed salary-earners,Employees,Men,"Median, standardized hourly earnings",2018,289.37
Corporations and organizations,Fixed salary-earners,Employees,Men,"Upper quartile, standardized hourly earnings",2018,383.05
Corporations and organizations,Fixed salary-earners,Employees,Men,STANDARDIZED MONTHLY EARNINGS,2018,52645.15
Corporations and organizations,Fixed salary-earners,Employees,Men,Number of fulltime employees in the earnings statistics,2018,402389.0
Corporations and organizations,Fixed salary-earners,Employees,Women,STANDARDIZED HOURLY EARNINGS,2018,272.22
Corporations and organizations,Fixed salary-earners,Employees,Women,Fringe benefits in DKK per standard hour,2018,2.04
Corporations and organizations,Fixed salary-earners,Employees,Women,Pension including ATP in DKK per standard hour,2018,34.63
Corporations and organizations,Fixed salary-earners,Employees,Women,Basic earnings in DKK per standard hour,2018,228.71
Corporations and organizations,Fixed salary-earners,Employees,Women,"Lower quartile, standardized earnings",2018,201.15
Corporations and organizations,Fixed salary-earners,Employees,Women,"Median, standardized hourly earnings",2018,248.56
Corporations and organizations,Fixed salary-earners,Employees,Women,"Upper quartile, standardized hourly earnings",2018,311.52
Corporations and organizations,Fixed salary-earners,Employees,Women,STANDARDIZED MONTHLY EARNINGS,2018,43644.86
Corporations and organizations,Fixed salary-earners,Employees,Women,Number of fulltime employees in the earnings statistics,2018,266438.0
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,STANDARDIZED HOURLY EARNINGS,2018,280.89
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,Fringe benefits in DKK per standard hour,2018,2.45
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,Pension including ATP in DKK per standard hour,2018,34.38
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,Basic earnings in DKK per standard hour,2018,235.67
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,"Lower quartile, standardized earnings",2018,209.82
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,"Median, standardized hourly earnings",2018,258.81
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,"Upper quartile, standardized hourly earnings",2018,328.19
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2018,45034.95
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Mean of men and women,Number of fulltime employees in the earnings statistics,2018,557828.0
Corporations and organizations,Fixed salary-earners,"Employees, non-managerial level",Men,STANDARDIZED HOURLY EARNINGS,2018,296.9
